"geographicAreaM49","measuredElementSuaFbs","measuredItemParentCPC","measuredItemChildCPC","timePointYears","Value","flagObservationStatus","flagMethod"
"398","share","0116","23120.04","2020",1,"I","i"
"398","share","0116","23120.04","2019",1,"I","i"
"398","share","0116","23120.04","2018",1,"I","i"
"398","share","0116","23120.04","2017",1,"I","i"
"398","share","0116","23120.04","2016",1,"I","i"
"398","share","0116","23120.04","2015",1,"I","i"
"398","share","0116","23120.04","2014",1,"I","i"
"398","share","0116","39120.05","2022",1,"I","i"
"398","share","0116","39120.05","2021",1,"I","i"
"398","share","0116","39120.05","2020",1,"I","i"
"398","share","0116","39120.05","2019",1,"I","i"
"398","share","0116","39120.05","2018",1,"I","i"
"398","share","0116","39120.05","2017",1,"I","i"
"398","share","0116","39120.05","2016",1,"I","i"
"398","share","0116","39120.05","2015",1,"I","i"
"398","share","0116","39120.05","2014",1,"I","i"
"398","share","0117","23140.07","2022",1,"I","i"
"398","share","0117","23140.07","2021",1,"I","i"
"398","share","0117","23140.07","2020",1,"I","i"
"398","share","0117","23140.07","2019",1,"I","i"
"398","share","0117","23140.07","2018",1,"I","i"
"398","share","0117","23140.07","2017",1,"I","i"
"398","share","0117","23140.07","2016",1,"I","i"
"398","share","0117","23140.07","2015",1,"I","i"
"398","share","0117","23140.07","2014",1,"I","i"
"398","share","0117","39120.06","2022",1,"I","i"
"398","share","0117","39120.06","2021",1,"I","i"
"398","share","0117","39120.06","2020",1,"I","i"
"398","share","0117","39120.06","2019",1,"I","i"
"398","share","0117","39120.06","2018",1,"I","i"
"398","share","0117","39120.06","2017",1,"I","i"
"398","share","0117","39120.06","2016",1,"I","i"
"398","share","0117","39120.06","2015",1,"I","i"
"398","share","0117","39120.06","2014",1,"I","i"
"398","share","0118","23120.05","2022",1,"I","i"
"398","share","0118","23120.05","2021",1,"I","i"
"398","share","0118","23120.05","2020",1,"I","i"
"398","share","0118","23120.05","2019",1,"I","i"
"398","share","0118","23120.05","2018",1,"I","i"
"398","share","0118","23120.05","2017",1,"I","i"
"398","share","0118","23120.05","2016",1,"I","i"
"398","share","0118","23120.05","2015",1,"I","i"
"398","share","0118","23120.05","2014",1,"I","i"
"398","share","0118","39120.07","2022",1,"I","i"
"398","share","0118","39120.07","2021",1,"I","i"
"398","share","0118","39120.07","2020",1,"I","i"
"398","share","0118","39120.07","2019",1,"I","i"
"398","share","0118","39120.07","2018",1,"I","i"
"398","share","0118","39120.07","2017",1,"I","i"
"398","share","0118","39120.07","2016",1,"I","i"
"398","share","0118","39120.07","2015",1,"I","i"
"398","share","0118","39120.07","2014",1,"I","i"
"398","share","01192","23120.07","2022",1,"I","i"
"398","share","01192","23120.07","2021",1,"I","i"
"398","share","01192","23120.07","2020",1,"I","i"
"398","share","01192","23120.07","2019",1,"I","i"
"398","share","01192","23120.07","2018",1,"I","i"
"398","share","01192","23120.07","2017",1,"I","i"
"398","share","01192","23120.07","2016",1,"I","i"
"398","share","01192","23120.07","2015",1,"I","i"
"398","share","01192","23120.07","2014",1,"I","i"
"398","share","01192","39120.09","2022",1,"I","i"
"398","share","01192","39120.09","2021",1,"I","i"
"398","share","01192","39120.09","2020",1,"I","i"
"398","share","01192","39120.09","2019",1,"I","i"
"398","share","01192","39120.09","2018",1,"I","i"
"398","share","01192","39120.09","2017",1,"I","i"
"398","share","01192","39120.09","2016",1,"I","i"
"398","share","01192","39120.09","2015",1,"I","i"
"398","share","01192","39120.09","2014",1,"I","i"
"398","share","01199.90","23120.90","2022",1,"I","i"
"398","share","01199.90","23120.90","2021",1,"I","i"
"398","share","01199.90","23120.90","2020",1,"I","i"
"398","share","01199.90","23120.90","2019",1,"I","i"
"398","share","01199.90","23120.90","2018",1,"I","i"
"398","share","01199.90","23120.90","2017",1,"I","i"
"398","share","01199.90","23120.90","2016",1,"I","i"
"398","share","01199.90","23120.90","2015",1,"I","i"
"398","share","01199.90","23120.90","2014",1,"I","i"
"398","share","01199.90","39120.13","2022",1,"I","i"
"398","share","01199.90","39120.13","2021",1,"I","i"
"398","share","01199.90","39120.13","2020",1,"I","i"
"398","share","01199.90","39120.13","2019",1,"I","i"
"398","share","01199.90","39120.13","2018",1,"I","i"
"398","share","01199.90","39120.13","2017",1,"I","i"
"398","share","01199.90","39120.13","2016",1,"I","i"
"398","share","01199.90","39120.13","2015",1,"I","i"
"398","share","01199.90","39120.13","2014",1,"I","i"
"398","share","01221","24110","2022",0.48,"E","f"
"398","share","01221","24110","2021",0.0827452855,"I","i"
"398","share","01221","24110","2020",0.1603963604,"I","i"
"398","share","01221","24110","2019",0.2449225484,"I","i"
"398","share","01221","24110","2018",0.1513983094,"I","i"
"398","share","01221","24110","2017",0.1512193686,"I","i"
"398","share","01221","24110","2016",0.1519439825,"I","i"
"398","share","01221","24110","2015",0.1510375736,"I","i"
"398","share","01221","24110","2014",0.1506814724,"I","i"
"398","share","01221","2413","2022",0.0880002914,"I","i"
"398","share","01221","2413","2021",0.0901646642,"I","i"
"398","share","01221","2413","2020",0.128339837,"I","i"
"398","share","01221","2413","2019",0.169691574,"I","i"
"398","share","01221","2413","2018",0.0950958131,"I","i"
"398","share","01221","2413","2017",0.0950354264,"I","i"
"398","share","01221","2413","2016",0.0952754752,"I","i"
"398","share","01221","2413","2015",0.0949744675,"I","i"
"398","share","01221","2413","2014",0.094849699,"I","i"
"398","share","01234","21399.01","2022",1,"I","i"
"398","share","01234","21399.01","2021",1,"I","i"
"398","share","01234","21399.01","2020",1,"I","i"
"398","share","01234","21399.01","2019",1,"I","i"
"398","share","01234","21399.01","2018",1,"I","i"
"398","share","01234","21399.01","2017",1,"I","i"
"398","share","01234","21399.01","2016",1,"I","i"
"398","share","01234","21399.01","2015",1,"I","i"
"398","share","01234","21399.01","2014",1,"I","i"
"398","share","01234","21399.02","2022",1,"I","i"
"398","share","01234","21399.02","2021",1,"I","i"
"398","share","01234","21399.02","2020",1,"I","i"
"398","share","01234","21399.02","2019",1,"I","i"
"398","share","01234","21399.02","2018",1,"I","i"
"398","share","01234","21399.02","2017",1,"I","i"
"398","share","01234","21399.02","2016",1,"I","i"
"398","share","01234","21399.02","2015",1,"I","i"
"398","share","01234","21399.02","2014",1,"I","i"
"398","share","01270","21393.01","2022",1,"I","i"
"398","share","01270","21393.01","2021",1,"I","i"
"398","share","01270","21393.01","2020",1,"I","i"
"398","share","01270","21393.01","2019",1,"I","i"
"398","share","01270","21393.01","2018",1,"I","i"
"398","share","01270","21393.01","2017",1,"I","i"
"398","share","01270","21393.01","2016",1,"I","i"
"398","share","01270","21393.01","2015",1,"I","i"
"398","share","01270","21393.01","2014",1,"I","i"
"398","share","01290.90","21330.90","2022",1,"I","i"
"398","share","01290.90","21330.90","2021",1,"I","i"
"398","share","01290.90","21330.90","2020",1,"I","i"
"398","share","01290.90","21330.90","2019",1,"I","i"
"398","share","01290.90","21330.90","2018",1,"I","i"
"398","share","01290.90","21330.90","2017",1,"I","i"
"398","share","01290.90","21330.90","2016",1,"I","i"
"398","share","01290.90","21330.90","2015",1,"I","i"
"398","share","01290.90","21330.90","2014",1,"I","i"
"398","share","01290.90","21393.90","2022",1,"I","i"
"398","share","01290.90","21393.90","2021",1,"I","i"
"398","share","01290.90","21393.90","2020",1,"I","i"
"398","share","01290.90","21393.90","2019",1,"I","i"
"398","share","01290.90","21393.90","2018",1,"I","i"
"398","share","01290.90","21393.90","2017",1,"I","i"
"398","share","01290.90","21393.90","2016",1,"I","i"
"398","share","01290.90","21393.90","2015",1,"I","i"
"398","share","01290.90","21393.90","2014",1,"I","i"
"398","share","01290.90","F0473","2022",1,"I","i"
"398","share","01290.90","F0473","2021",1,"I","i"
"398","share","01290.90","F0473","2020",1,"I","i"
"398","share","01290.90","F0473","2019",1,"I","i"
"398","share","01290.90","F0473","2018",1,"I","i"
"398","share","01290.90","F0473","2017",1,"I","i"
"398","share","01290.90","F0473","2016",1,"I","i"
"398","share","01290.90","F0473","2015",1,"I","i"
"398","share","01290.90","F0473","2014",1,"I","i"
"398","share","01329","21439.04","2022",1,"I","i"
"398","share","01329","21439.04","2021",1,"I","i"
"398","share","01329","21439.04","2020",1,"I","i"
"398","share","01329","21439.04","2019",1,"I","i"
"398","share","01329","21439.04","2018",1,"I","i"
"398","share","01329","21439.04","2017",1,"I","i"
"398","share","01329","21439.04","2016",1,"I","i"
"398","share","01329","21439.04","2015",1,"I","i"
"398","share","01329","21439.04","2014",1,"I","i"
"398","share","01330","21411","2022",1,"I","i"
"398","share","01330","21411","2021",1,"I","i"
"398","share","01330","21411","2020",1,"I","i"
"398","share","01330","21411","2019",1,"I","i"
"398","share","01330","21411","2018",1,"I","i"
"398","share","01330","21411","2017",1,"I","i"
"398","share","01330","21411","2016",1,"I","i"
"398","share","01330","21411","2015",1,"I","i"
"398","share","01330","21411","2014",1,"I","i"
"398","share","01330","24212.01","2022",1,"I","i"
"398","share","01330","24212.01","2021",1,"I","i"
"398","share","01330","24212.01","2020",1,"I","i"
"398","share","01330","24212.01","2019",1,"I","i"
"398","share","01330","24212.01","2018",1,"I","i"
"398","share","01330","24212.01","2017",1,"I","i"
"398","share","01330","24212.01","2016",1,"I","i"
"398","share","01330","24212.01","2015",1,"I","i"
"398","share","01330","24212.01","2014",1,"I","i"
"398","share","01330","24212.02","2022",0.82,"E","f"
"398","share","01330","24212.02","2021",0.74,"E","f"
"398","share","01330","24212.02","2020",0,"I","i"
"398","share","01330","24212.02","2019",0,"I","i"
"398","share","01330","24212.02","2018",1,"I","i"
"398","share","01330","24212.02","2017",1,"I","i"
"398","share","01330","24212.02","2016",1,"I","i"
"398","share","01330","24212.02","2015",1,"I","i"
"398","share","01330","24212.02","2014",1,"I","i"
"398","share","01341","21419.99","2022",1,"I","i"
"398","share","01341","21419.99","2021",1,"I","i"
"398","share","01341","21419.99","2020",1,"I","i"
"398","share","01341","21419.99","2019",1,"I","i"
"398","share","01341","21419.99","2018",1,"I","i"
"398","share","01341","21419.99","2017",1,"I","i"
"398","share","01341","21419.99","2016",1,"I","i"
"398","share","01341","21419.99","2015",1,"I","i"
"398","share","01341","21419.99","2014",1,"I","i"
"398","share","01341","21435.01","2022",1,"I","i"
"398","share","01341","21435.01","2021",1,"I","i"
"398","share","01341","21435.01","2020",1,"I","i"
"398","share","01341","21435.01","2019",1,"I","i"
"398","share","01341","21435.01","2018",1,"I","i"
"398","share","01341","21435.01","2017",1,"I","i"
"398","share","01341","21435.01","2016",1,"I","i"
"398","share","01341","21435.01","2015",1,"I","i"
"398","share","01341","21435.01","2014",1,"I","i"
"398","share","01341","24230.03","2022",1,"I","i"
"398","share","01341","24230.03","2021",1,"I","i"
"398","share","01341","24230.03","2020",1,"I","i"
"398","share","01341","24230.03","2019",1,"I","i"
"398","share","01341","24230.03","2018",1,"I","i"
"398","share","01341","24230.03","2017",1,"I","i"
"398","share","01341","24230.03","2016",1,"I","i"
"398","share","01341","24230.03","2015",1,"I","i"
"398","share","01341","24230.03","2014",1,"I","i"
"398","share","01343","21419.01","2022",1,"I","i"
"398","share","01343","21419.01","2021",1,"I","i"
"398","share","01343","21419.01","2020",1,"I","i"
"398","share","01343","21419.01","2019",1,"I","i"
"398","share","01343","21419.01","2018",1,"I","i"
"398","share","01343","21419.01","2017",1,"I","i"
"398","share","01343","21419.01","2016",1,"I","i"
"398","share","01343","21419.01","2015",1,"I","i"
"398","share","01343","21419.01","2014",1,"I","i"
"398","share","01345","23991.03","2022",1,"I","i"
"398","share","01345","23991.03","2021",1,"I","i"
"398","share","01345","23991.03","2020",1,"I","i"
"398","share","01345","23991.03","2019",1,"I","i"
"398","share","01345","23991.03","2018",1,"I","i"
"398","share","01345","23991.03","2017",1,"I","i"
"398","share","01345","23991.03","2016",1,"I","i"
"398","share","01345","23991.03","2015",1,"I","i"
"398","share","01345","23991.03","2014",1,"I","i"
"398","share","01376","21429.02","2022",1,"I","i"
"398","share","01376","21429.02","2021",1,"I","i"
"398","share","01376","21429.02","2020",1,"I","i"
"398","share","01376","21429.02","2019",1,"I","i"
"398","share","01376","21429.02","2018",1,"I","i"
"398","share","01376","21429.02","2017",1,"I","i"
"398","share","01376","21429.02","2016",1,"I","i"
"398","share","01376","21429.02","2015",1,"I","i"
"398","share","01376","21429.02","2014",1,"I","i"
"398","share","0141","2161","2022",1,"I","i"
"398","share","0141","2161","2021",1,"I","i"
"398","share","0141","2161","2020",1,"I","i"
"398","share","0141","2161","2019",1,"I","i"
"398","share","0141","2161","2018",1,"I","i"
"398","share","0141","2161","2017",1,"I","i"
"398","share","0141","2161","2016",1,"I","i"
"398","share","0141","2161","2015",1,"I","i"
"398","share","0141","2161","2014",1,"I","i"
"398","share","0141","21910.03","2022",1,"I","i"
"398","share","0141","21910.03","2021",1,"I","i"
"398","share","0141","21910.03","2020",1,"I","i"
"398","share","0141","21910.03","2019",1,"I","i"
"398","share","0141","21910.03","2018",1,"I","i"
"398","share","0141","21910.03","2017",1,"I","i"
"398","share","0141","21910.03","2016",1,"I","i"
"398","share","0141","21910.03","2015",1,"I","i"
"398","share","0141","21910.03","2014",1,"I","i"
"398","share","0141","21920","2022",0.0024111256,"I","i"
"398","share","0141","21920","2021",0.0030056774,"I","i"
"398","share","0141","21920","2020",0.0049300734,"I","i"
"398","share","0141","21920","2019",0.0143638851,"I","i"
"398","share","0141","21920","2018",0.8329899217,"I","i"
"398","share","0141","21920","2017",0.835962691,"I","i"
"398","share","0141","21920","2016",0.8332806849,"I","i"
"398","share","0141","21920","2015",0.82964291,"I","i"
"398","share","0141","21920","2014",0.8437439285,"I","i"
"398","share","0142","21421","2022",1,"I","i"
"398","share","0142","21421","2021",1,"I","i"
"398","share","0142","21421","2020",1,"I","i"
"398","share","0142","21421","2019",1,"I","i"
"398","share","0142","21421","2018",1,"I","i"
"398","share","0142","21421","2017",1,"I","i"
"398","share","0142","21421","2016",1,"I","i"
"398","share","0142","21421","2015",1,"I","i"
"398","share","0142","21421","2014",1,"I","i"
"398","share","0143","2168","2022",1,"I","i"
"398","share","0143","2168","2021",1,"I","i"
"398","share","0143","2168","2020",1,"I","i"
"398","share","0143","2168","2019",1,"I","i"
"398","share","0143","2168","2018",1,"I","i"
"398","share","0143","2168","2017",1,"I","i"
"398","share","0143","2168","2016",1,"I","i"
"398","share","0143","2168","2015",1,"I","i"
"398","share","0143","2168","2014",1,"I","i"
"398","share","0143","21800","2022",1,"I","i"
"398","share","0143","21800","2021",1,"I","i"
"398","share","0143","21800","2020",1,"I","i"
"398","share","0143","21800","2019",1,"I","i"
"398","share","0143","21800","2018",1,"I","i"
"398","share","0143","21800","2017",1,"I","i"
"398","share","0143","21800","2016",1,"I","i"
"398","share","0143","21800","2015",1,"I","i"
"398","share","0143","21800","2014",1,"I","i"
"398","share","0143","21910.15","2022",1,"I","i"
"398","share","0143","21910.15","2021",1,"I","i"
"398","share","0143","21910.15","2020",1,"I","i"
"398","share","0143","21910.15","2019",1,"I","i"
"398","share","0143","21910.15","2018",1,"I","i"
"398","share","0143","21910.15","2017",1,"I","i"
"398","share","0143","21910.15","2016",1,"I","i"
"398","share","0143","21910.15","2015",1,"I","i"
"398","share","0143","21910.15","2014",1,"I","i"
"398","share","01441","21691.12","2022",1,"I","i"
"398","share","01441","21691.12","2021",1,"I","i"
"398","share","01441","21691.12","2020",1,"I","i"
"398","share","01441","21691.12","2019",1,"I","i"
"398","share","01441","21691.12","2018",1,"I","i"
"398","share","01441","21691.12","2017",1,"I","i"
"398","share","01441","21691.12","2016",1,"I","i"
"398","share","01441","21691.12","2015",1,"I","i"
"398","share","01441","21691.12","2014",1,"I","i"
"398","share","01441","21910.16","2022",1,"I","i"
"398","share","01441","21910.16","2021",1,"I","i"
"398","share","01441","21910.16","2020",1,"I","i"
"398","share","01441","21910.16","2019",1,"I","i"
"398","share","01441","21910.16","2018",1,"I","i"
"398","share","01441","21910.16","2017",1,"I","i"
"398","share","01441","21910.16","2016",1,"I","i"
"398","share","01441","21910.16","2015",1,"I","i"
"398","share","01441","21910.16","2014",1,"I","i"
"398","share","01442","21641.02","2022",1,"I","i"
"398","share","01442","21641.02","2021",1,"I","i"
"398","share","01442","21641.02","2020",1,"I","i"
"398","share","01442","21641.02","2019",1,"I","i"
"398","share","01442","21641.02","2018",1,"I","i"
"398","share","01442","21641.02","2017",1,"I","i"
"398","share","01442","21641.02","2016",1,"I","i"
"398","share","01442","21641.02","2015",1,"I","i"
"398","share","01442","21641.02","2014",1,"I","i"
"398","share","01442","21910.12","2022",1,"I","i"
"398","share","01442","21910.12","2021",1,"I","i"
"398","share","01442","21910.12","2020",1,"I","i"
"398","share","01442","21910.12","2019",1,"I","i"
"398","share","01442","21910.12","2018",1,"I","i"
"398","share","01442","21910.12","2017",1,"I","i"
"398","share","01442","21910.12","2016",1,"I","i"
"398","share","01442","21910.12","2015",1,"I","i"
"398","share","01442","21910.12","2014",1,"I","i"
"398","share","01443","21641.01","2022",1,"I","i"
"398","share","01443","21641.01","2021",1,"I","i"
"398","share","01443","21641.01","2020",1,"I","i"
"398","share","01443","21641.01","2019",1,"I","i"
"398","share","01443","21641.01","2018",1,"I","i"
"398","share","01443","21641.01","2017",1,"I","i"
"398","share","01443","21641.01","2016",1,"I","i"
"398","share","01443","21641.01","2015",1,"I","i"
"398","share","01443","21641.01","2014",1,"I","i"
"398","share","01443","21910.08","2022",1,"I","i"
"398","share","01443","21910.08","2021",1,"I","i"
"398","share","01443","21910.08","2020",1,"I","i"
"398","share","01443","21910.08","2019",1,"I","i"
"398","share","01443","21910.08","2018",1,"I","i"
"398","share","01443","21910.08","2017",1,"I","i"
"398","share","01443","21910.08","2016",1,"I","i"
"398","share","01443","21910.08","2015",1,"I","i"
"398","share","01443","21910.08","2014",1,"I","i"
"398","share","01445","21631.01","2022",1,"I","i"
"398","share","01445","21631.01","2021",1,"I","i"
"398","share","01445","21631.01","2020",1,"I","i"
"398","share","01445","21631.01","2019",1,"I","i"
"398","share","01445","21631.01","2018",1,"I","i"
"398","share","01445","21631.01","2017",1,"I","i"
"398","share","01445","21631.01","2016",1,"I","i"
"398","share","01445","21631.01","2015",1,"I","i"
"398","share","01445","21631.01","2014",1,"I","i"
"398","share","01445","21910.07","2022",1,"I","i"
"398","share","01445","21910.07","2021",1,"I","i"
"398","share","01445","21910.07","2020",1,"I","i"
"398","share","01445","21910.07","2019",1,"I","i"
"398","share","01445","21910.07","2018",1,"I","i"
"398","share","01445","21910.07","2017",1,"I","i"
"398","share","01445","21910.07","2016",1,"I","i"
"398","share","01445","21910.07","2015",1,"I","i"
"398","share","01445","21910.07","2014",1,"I","i"
"398","share","01446","21631.02","2022",1,"I","i"
"398","share","01446","21631.02","2021",1,"I","i"
"398","share","01446","21631.02","2020",1,"I","i"
"398","share","01446","21631.02","2019",1,"I","i"
"398","share","01446","21631.02","2018",1,"I","i"
"398","share","01446","21631.02","2017",1,"I","i"
"398","share","01446","21631.02","2016",1,"I","i"
"398","share","01446","21631.02","2015",1,"I","i"
"398","share","01446","21631.02","2014",1,"I","i"
"398","share","01446","21910.10","2022",1,"I","i"
"398","share","01446","21910.10","2021",1,"I","i"
"398","share","01446","21910.10","2020",1,"I","i"
"398","share","01446","21910.10","2019",1,"I","i"
"398","share","01446","21910.10","2018",1,"I","i"
"398","share","01446","21910.10","2017",1,"I","i"
"398","share","01446","21910.10","2016",1,"I","i"
"398","share","01446","21910.10","2015",1,"I","i"
"398","share","01446","21910.10","2014",1,"I","i"
"398","share","01449.90","21691.90","2022",1,"I","i"
"398","share","01449.90","21691.90","2021",1,"I","i"
"398","share","01449.90","21691.90","2020",1,"I","i"
"398","share","01449.90","21691.90","2019",1,"I","i"
"398","share","01449.90","21691.90","2018",1,"I","i"
"398","share","01449.90","21691.90","2017",1,"I","i"
"398","share","01449.90","21691.90","2016",1,"I","i"
"398","share","01449.90","21691.90","2015",1,"I","i"
"398","share","01449.90","21691.90","2014",1,"I","i"
"398","share","01449.90","21910.90","2022",1,"I","i"
"398","share","01449.90","21910.90","2021",1,"I","i"
"398","share","01449.90","21910.90","2020",1,"I","i"
"398","share","01449.90","21910.90","2019",1,"I","i"
"398","share","01449.90","21910.90","2018",1,"I","i"
"398","share","01449.90","21910.90","2017",1,"I","i"
"398","share","01449.90","21910.90","2016",1,"I","i"
"398","share","01449.90","21910.90","2015",1,"I","i"
"398","share","01449.90","21910.90","2014",1,"I","i"
"398","share","01449.90","21920","2022",0.9975888744,"I","i"
"398","share","01449.90","21920","2021",0.9969943226,"I","i"
